,window_start,rmse,mae,ic,ric,dir_acc,sharpe,max_drawdown,calmar,hit_rate,turnover,profit_factor
0,0,0.004306581802666187,0.0035589621402323246,0.9464786648750305,0.9231470823287964,0.7460317611694336,9.744392514650272,0.01022768,105.57948,0.3387096774193548,0.9354839,5.3788676261901855
1,21,0.0042597148567438126,0.00346660939976573,0.9240381121635437,0.8935291767120361,0.8253968358039856,11.374488661481161,0.010099709,117.87885,0.4032258064516129,0.9032258,8.228919982910156
2,42,0.005079681985080242,0.0042337691411376,0.9314056634902954,0.9254032373428345,0.7936508059501648,13.35847570771079,0.008798659,175.91232,0.3548387096774194,0.7741935,8.997332572937012
3,63,0.0054221679456532,0.004301522392779589,0.9293825626373291,0.9166666865348816,0.8571428656578064,14.51784770892271,0.014432192,121.57962,0.3870967741935484,0.7741935,12.405986785888672
4,84,0.00489447545260191,0.003798212856054306,0.9427769184112549,0.9395641088485718,0.841269850730896,13.905160339951232,0.014561176,119.0415,0.3387096774193548,0.9032258,9.215304374694824
5,105,0.004361777566373348,0.0034923425409942865,0.9662603139877319,0.9413402676582336,0.8095238208770752,13.743621300608291,0.014819264,148.09413,0.43548387096774194,1.1612903,12.920665740966797
6,126,0.004426928702741861,0.0036269964184612036,0.9701616764068604,0.9536770582199097,0.8571428656578064,15.453673713021821,0.0069596767,358.0757,0.4838709677419355,1.2258065,24.429229736328125
7,147,0.004427974112331867,0.0035604361910372972,0.9721182584762573,0.954253077507019,0.8888888955116272,15.228066904500672,0.008998036,285.32416,0.46774193548387094,1.032258,21.698244094848633
8,168,0.004332150798290968,0.0035578240640461445,0.9568307995796204,0.934427797794342,0.9047619104385376,14.313905913632402,0.009094775,222.3208,0.43548387096774194,1.1290323,16.45026206970215
9,189,0.003702291287481785,0.003120068460702896,0.9563817381858826,0.9360598921775818,0.920634925365448,16.0431480947202,0.007339835,262.9912,0.43548387096774194,1.0,29.414812088012695
10,210,0.003999187611043453,0.00341716967523098,0.9619811177253723,0.9460925459861755,0.920634925365448,17.545339574628844,0.007339835,327.58228,0.4032258064516129,1.0,33.689510345458984
11,231,0.003763354616239667,0.0032020534854382277,0.9752638339996338,0.9664458632469177,0.9523809552192688,19.26875698297571,0.0049188137,574.65405,0.45161290322580644,0.9032258,83.29342651367188
12,252,0.003931703977286816,0.0033932365477085114,0.973229169845581,0.9668778777122498,0.9523809552192688,18.176897844760994,0.0036287308,713.73706,0.46774193548387094,1.0,89.49118041992188
13,273,0.0032465369440615177,0.002579018007963896,0.9737560749053955,0.9604454636573792,0.9523809552192688,16.47774464566825,0.0037623048,518.27155,0.5645161290322581,1.0967742,64.92256164550781
14,294,0.002958606230095029,0.002174337860196829,0.9543757438659668,0.9455165266990662,0.9047619104385376,16.574101298827,0.005337298,289.8702,0.5161290322580645,1.0,23.802730560302734
15,315,0.0033319054637104273,0.00276150438003242,0.9638944864273071,0.9657738208770752,0.9047619104385376,15.64216036894398,0.010156274,151.61484,0.3870967741935484,1.1290323,16.025386810302734
16,336,0.0032446645200252533,0.002680375473573804,0.9531334638595581,0.9431163668632507,0.8253968358039856,12.527500343920417,0.007047355,175.3464,0.3870967741935484,0.9677419,8.826249122619629
17,357,0.0033376102801412344,0.0026748660020530224,0.9413638114929199,0.9402361512184143,0.8888888955116272,14.791971581619281,0.006129265,243.527,0.45161290322580644,1.0645162,14.996036529541016
18,378,0.004952413961291313,0.004221498966217041,0.9270044565200806,0.9041858911514282,0.7301587462425232,8.72090916872771,0.021801054,42.28778,0.3548387096774194,0.83870965,4.16136360168457
19,399,0.003316358895972371,0.0027252978179603815,0.9162489771842957,0.9055299758911133,0.8730158805847168,13.76036610294686,0.011469364,102.83836,0.5161290322580645,1.0,11.213533401489258
20,420,0.0029612062498927116,0.002392430091276765,0.920982301235199,0.9008256793022156,0.9047619104385376,13.806846010573999,0.011261046,84.96274,0.46774193548387094,0.9354839,11.553236961364746
21,441,0.005011798348277807,0.004335266072303057,0.9011404514312744,0.8755760192871094,0.682539701461792,7.111219123475323,0.019808471,30.08333,0.24193548387096775,0.6451613,3.026158571243286
