regime,rolling_std
0,
0,0.0001616934005471472
0,0.006131596592892379
0,0.007792471195896753
0,0.015849516518327066
0,0.014176661289932866
0,0.012959794801123144
0,0.012614395934546812
0,0.013536941949153095
0,0.01375049723609324
0,0.0132036506484322
0,0.013051565880606015
0,0.012561951300278767
0,0.012161596741680523
0,0.011719319833235944
0,0.01152069289292911
0,0.011975327627605444
0,0.011668511344921893
0,0.011477388867176275
0,0.011254353386470088
0,0.01106366788620483
0,0.010909823199506147
0,0.011087530281276322
0,0.011180588872981076
0,0.008830856375645789
0,0.008780240599200422
0,0.008979750138298255
0,0.00890882910523828
0,0.006801951619505086
0,0.0065388233958061995
0,0.006687714577502049
0,0.006594317492427185
0,0.006249483188301621
0,0.005776940755078983
0,0.006123469290487518
0,0.00771758320313281
0,0.007025843601032338
0,0.007190028685905284
0,0.007124638663485274
0,0.007139218697518255
0,0.007232096510909383
0,0.007197510274509218
0,0.006739370555533294
0,0.007443606510940291
0,0.007605537593884808
0,0.007616147933397498
0,0.008839202013494753
0,0.009759096508351434
0,0.010334100091790461
0,0.011052587122345803
0,0.01095063515287911
0,0.011407005567337649
0,0.011677138908563131
0,0.013772803286358439
0,0.013807046836884268
0,0.013836824072257291
0,0.013887678484566995
0,0.013997900604413603
0,0.014174218042241888
0,0.014984235823417591
0,0.015883664720195912
0,0.01580878426568896
0,0.01587945450410238
0,0.016839194795754863
0,0.01707252779407612
0,0.017159552106465144
0,0.016636609122149124
0,0.016178407182223426
0,0.015759211785127698
0,0.015123463416270754
0,0.015134390939363382
0,0.014541098588435228
0,0.014860661720789274
0,0.015164563127778067
0,0.015043512364463309
0,0.014743922085844092
0,0.014600398250776619
0,0.014755177133097916
0,0.014551368327509839
0,0.014647844834587509
0,0.01376211022730344
0,0.014862829528829058
0,0.014829464870194924
0,0.013662520629653887
0,0.014077873536273358
0,0.013967579596520537
0,0.013621650327008555
0,0.01373335378712507
0,0.01371462102344827
0,0.016277095600124192
0,0.018641962540760726
0,0.018456275070361357
0,0.018464591926336954
0,0.0188127242811858
0,0.019324928946195915
0,0.019277265749375085
0,0.019586920754275133
0,0.01994086597894327
0,0.020351347228902167
0,0.02051177341507766
0,0.020414523449095827
0,0.02067976844611655
0,0.02053449959675999
0,0.02133021939386672
0,0.020627881048442855
0,0.020719823961442882
0,0.02088678301510697
0,0.02231835402308559
0,0.02235196688367349
0,0.021244841568729765
0,0.019943368742418935
0,0.020264298459584877
0,0.020416386970380746
0,0.01905572101189513
0,0.02003890616537409
0,0.020039953758705764
0,0.021685646135005128
0,0.02096445059361741
0,0.020996419305250917
0,0.020632113480713584
0,0.021949681154974962
0,0.02294008336741174
0,0.023202960334426342
0,0.022770723793421238
0,0.022592658427475033
0,0.02270535610337133
0,0.022038412153101504
