regime,rolling_std
0,
0,0.0033982802370637407
0,0.007021572201053821
0,0.00659554998696944
0,0.011871661666905278
0,0.010619338370606192
0,0.011897075015802344
0,0.012151673108904307
0,0.011941639826553876
0,0.011600008046603761
0,0.011017565632754285
0,0.010783708327835805
0,0.010344859771108175
0,0.010232474812215462
0,0.009933560801683276
0,0.009599713758091547
0,0.00995288262599818
0,0.009896342816941966
0,0.009646917783178319
0,0.009423151609784722
0,0.009262387472065885
0,0.00876427474374672
0,0.008766020405381636
0,0.00876503713989407
0,0.007734161282319651
0,0.008021177171627182
0,0.006946659905846702
0,0.0063962073236583416
0,0.0057869163948135295
0,0.005595845922539781
0,0.00559554004587161
0,0.005365247769107383
0,0.005399791109520679
0,0.004921264776913988
0,0.0048999265179332195
0,0.005301969225939183
0,0.004522833435982147
0,0.004032780221586522
0,0.00401667285187186
0,0.003878910978736881
0,0.004078378710985615
0,0.004104269013400331
0,0.004440919289324468
0,0.004421121806765319
0,0.004596225734425278
0,0.004243669707049275
0,0.00693160578550694
0,0.007114141506022429
0,0.00806880460333995
0,0.008327122369781795
0,0.009498792279575405
0,0.009495257555516497
0,0.0104595042352489
0,0.010984666414533476
0,0.010980420949638539
0,0.010893170976538942
0,0.010941539433815277
0,0.011056799965322458
0,0.011069876247210396
0,0.011357659131230208
0,0.011282491545065849
0,0.011759241865749176
0,0.01195153582014213
0,0.01253734909936088
0,0.012588739370239667
0,0.012648429418457879
0,0.011275023910567667
0,0.011221172651544186
0,0.01014358728533473
0,0.009495508226920153
0,0.008891495998594595
0,0.008885785731752683
0,0.008110338232253742
0,0.008101660835037083
0,0.008200332403102764
0,0.008200976068002781
0,0.008177463528910828
0,0.007956198920071784
0,0.007904119901705989
0,0.007662927642639829
0,0.007772500339610915
0,0.007803393014596693
0,0.0076042031871018725
0,0.006875517949356928
0,0.0070612302778533635
0,0.006936471863312636
0,0.00633693829945479
0,0.006207246058992077
0,0.0061071405263125435
0,0.0075467453687445
0,0.008173947479895142
0,0.008230642307787119
0,0.008253420753881068
0,0.008519222224096226
0,0.008494645712001885
0,0.008496270059705867
0,0.008883235543144496
0,0.00904008346567596
0,0.009558291359660225
0,0.009960656266707432
0,0.009949177139410462
0,0.00990939768436916
0,0.009680525795213004
0,0.010291244122630338
0,0.009986787228759036
0,0.010424953745869438
0,0.010809042603927562
0,0.010841178448844512
0,0.01235569199514454
0,0.011753897238373048
0,0.011895495608582472
0,0.012558721088873473
0,0.01240089692454242
0,0.012099954534485608
0,0.01301839651275083
0,0.013004445467046636
0,0.013697217037614902
0,0.013418604194980843
0,0.013192224773060398
0,0.012949845782226509
0,0.013735199157848212
0,0.013922167181707506
0,0.01424515193626471
0,0.013759285082532172
0,0.013732928692118798
0,0.013338219340413675
0,0.013281682100551749
0,0.013409557442044558
0,0.012305728183942315
0,0.012223989244212839
0,0.011462066197148279
0,0.010947544011284735
0,0.011598350664572075
0,0.011503144820666398
0,0.00980664327983142
0,0.009934198805953314
0,0.009202716229130482
0,0.00912152560884314
0,0.008874576479932833
0,0.009443570295848514
0,0.00868966796064082
0,0.008292158085310001
0,0.007875730136518351
0,0.007651030818069016
0,0.008231991367169457
0,0.008222738105697614
0,0.008029339045182386
0,0.009984210449551922
0,0.01007952438919661
0,0.011222682073984807
0,0.010909651346428387
0,0.011905941007941415
0,0.012905555176977947
0,0.012870745252148654
0,0.012851367557261552
0,0.014481517580794159
0,0.016000824309005107
0,0.01596449751457206
0,0.0163511790074713
0,0.016233505053733537
0,0.01630886848398196
0,0.015995812466144784
0,0.01654284427917125
0,0.01656197212357615
0,0.01650008743426137
0,0.017810916743685186
0,0.01777851217313394
0,0.01696058087102012
0,0.017614685835151328
0,0.0169509656987672
0,0.01702416852847133
0,0.01688509642377694
0,0.01625530012914419
0,0.01632497779327588
0,0.016360655203453117
0,0.015300707984722725
0,0.013779840612604061
0,0.013762857278433875
0,0.013024830464044913
0,0.013173408071233168
0,0.013743112930702928
0,0.015095942558331195
0,0.015837300061598263
0,0.0158251813115562
0,0.01566000296455324
0,0.014572659382732915
0,0.014524830164005832
0,0.015452335151880544
0,0.014653067436861268
0,0.01475659721589326
0,0.016024336690078234
0,0.015520186617670165
0,0.015109263127673182
0,0.01514705521198455
